BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
593556,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
593589,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
593666,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
593709,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
593825,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
593963,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
593994,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594184,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594409,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594468,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594475,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594581,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594665,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594691,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594710,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594874,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
594968,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595355,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595364,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595532,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595547,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595561,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595568,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595743,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
595929,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596245,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596289,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596399,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596405,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596590,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596608,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596645,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596646,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596791,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596808,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596815,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
596846,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597077,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597094,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597143,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597370,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597410,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597765,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597855,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
597862,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598053,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598054,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598395,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598585,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598793,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598794,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598815,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598835,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598838,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598880,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
598889,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599000,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599069,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599089,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599148,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599191,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599310,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599741,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599742,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
599867,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
601070,MAESTRO,DEBIT,,,,,AR,ARG,ARGENTINA
603488,PRIVATE LABEL,DEBIT,,,,,AR,ARG,ARGENTINA
603493,TARJETA CENCOSUD,CREDIT,STANDARD,TARJETA CENCOSUD,,,AR,ARG,ARGENTINA
603522,CABAL,CREDIT,,CABAL,,,AR,ARG,ARGENTINA
604201,CABAL,DEBIT,,BANCO CREDICOOP COOPERATIVO LTDO.,54 11 4320,http://www.bancocredicoop.coop,AR,ARG,ARGENTINA
604202,CABAL,CREDIT,,BANCO CREDICOOP COOPERATIVO LTDO.,54 11 4320,http://www.bancocredicoop.coop,AR,ARG,ARGENTINA
604204,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604205,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604206,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604207,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604208,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604209,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604210,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604211,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604212,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604213,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604214,CABAL,DEBIT,,,,,AR,ARG,ARGENTINA
604215,CABAL,CREDIT,,,,,AR,ARG,ARGENTINA
604216,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604218,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604219,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604222,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604223,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604224,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604225,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604226,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604227,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604228,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604229,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604230,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604231,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604232,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604233,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604234,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604235,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604236,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604238,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604239,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604240,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604241,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604242,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604243,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604244,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604245,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604246,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604247,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604248,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604249,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604250,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604251,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604252,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604253,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604254,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604255,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604256,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604260,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604261,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604263,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604265,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604316,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604317,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604319,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604327,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604332,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604339,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604341,CABAL,CREDIT,CIRRUS,CABAL CARTAO,,,AR,ARG,ARGENTINA
604342,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604343,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604345,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604347,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604348,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604354,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604355,CABAL,CREDIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
604400,CABAL,DEBIT,IKEA CARD,,,,AR,ARG,ARGENTINA
604983,MAESTRO,DEBIT,,CABAL CARTAO,,,AR,ARG,ARGENTINA
606126,MAESTRO,DEBIT,PREPAID,BUENOS AIRES SUBE CARD,,,AR,ARG,ARGENTINA
627170,CABAL,CREDIT,PROPRIETARY,CABAL CARTAO,,,AR,ARG,ARGENTINA
627401,CHINA UNION PAY,DEBIT,,,,,AR,ARG,ARGENTINA
636639,MAESTRO,DEBIT,,,,,AR,ARG,ARGENTINA
639130,MAESTRO,DEBIT,,,,,AR,ARG,ARGENTINA
650087,DISCOVER,DEBIT,PERSONAL,CABAL - ISSUER,,,AR,ARG,ARGENTINA
650272,DISCOVER,CREDIT,PERSONAL,CABAL - ISSUER,,,AR,ARG,ARGENTINA
650900,DISCOVER,CREDIT,PERSONAL,CABAL - ISSUER,,,AR,ARG,ARGENTINA
690032,MAESTRO,DEBIT,STANDARD,,,,AR,ARG,ARGENTINA
789562,TARJETA NARANJA,DEBIT,,TARJETA NARANJA,810333,http://www.tarjetanaranja.com,AR,ARG,ARGENTINA
905050,PRIVATE LABEL,CREDIT,STANDARD,TARJETA CENCOSUD,,,AR,ARG,ARGENTINA
905051,PRIVATE LABEL,CREDIT,STANDARD,TARJETA CENCOSUD,,,AR,ARG,ARGENTINA
