BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
012047,PRIVATE LABEL,DEBIT,,BANCO DE CREDITO ARGENTINO,,,AR,ARG,ARGENTINA
162582,PRIVATE LABEL,DEBIT,ATM,PROVENCRED,,,AR,ARG,ARGENTINA
163008,CABAL,CREDIT,STANDARD,BANCO DE LABOULAYE,,,AR,ARG,ARGENTINA
212819,PRIVATE LABEL,DEBIT,,C&A,,,AR,ARG,ARGENTINA
213810,PRIVATE LABEL,DEBIT,,C&A,,,AR,ARG,ARGENTINA
222842,MASTERCARD,CREDIT,STANDARD,BANCO CIUDAD DE BUENOS AIRES,,,AR,ARG,ARGENTINA
223046,MASTERCARD,DEBIT,PREPAID,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
223143,MASTERCARD,DEBIT,PREPAID,CREDENCIAL ARGENTINA SA,,,AR,ARG,ARGENTINA
223226,MASTERCARD,DEBIT,PREPAID,PRISMA MEDIOS DE PAGO SA,,,AR,ARG,ARGENTINA
223236,MASTERCARD,DEBIT,PREPAID,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
223269,MASTERCARD,DEBIT,PREPAID,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
223364,MASTERCARD,DEBIT,PREPAID,BANCO DE SERVICIOS FINANCIEROS SA,,,AR,ARG,ARGENTINA
223451,MASTERCARD,DEBIT,PREPAID,MERCADOLIBRE SRL,,,AR,ARG,ARGENTINA
223473,MASTERCARD,CREDIT,STANDARD,MERCADOLIBRE SRL,,,AR,ARG,ARGENTINA
230570,MASTERCARD,DEBIT,PREPAID,GLOBAL PROCESSING SA,,,AR,ARG,ARGENTINA
230688,MASTERCARD,DEBIT,PREPAID,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
230709,MASTERCARD,DEBIT,PREPAID,PREXCARD SAS,,,AR,ARG,ARGENTINA
230724,MASTERCARD,DEBIT,PREPAID,"WILOBANK, S.A.",,,AR,ARG,ARGENTINA
230753,MASTERCARD,CREDIT,STANDARD,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
230824,MASTERCARD,CREDIT,STANDARD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230839,MASTERCARD,CREDIT,STANDARD,"BANCO PROVINCIA NEUQUEN, S.A.",,,AR,ARG,ARGENTINA
230843,MASTERCARD,CREDIT,GOLD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230852,MASTERCARD,CREDIT,GOLD,"BANCO PROVINCIA NEUQUEN, S.A.",,,AR,ARG,ARGENTINA
230853,MASTERCARD,CREDIT,STANDARD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230854,MASTERCARD,CREDIT,STANDARD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230855,MASTERCARD,CREDIT,PLATINUM,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230857,MASTERCARD,CREDIT,STANDARD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230858,MASTERCARD,CREDIT,GOLD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
230867,MASTERCARD,CREDIT,STANDARD,GLOBAL PROCESSING SA,,,AR,ARG,ARGENTINA
230883,MASTERCARD,CREDIT,STANDARD,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
230895,MASTERCARD,DEBIT,PREPAID,GLOBAL PROCESSING SA,,,AR,ARG,ARGENTINA
230929,MASTERCARD,CREDIT,STANDARD,"RED LINK, S.A.",,,AR,ARG,ARGENTINA
230933,MASTERCARD,DEBIT,PREPAID BUSINESS,"RED LINK, S.A.",,,AR,ARG,ARGENTINA
230937,MASTERCARD,DEBIT,PREPAID,"RED LINK, S.A.",,,AR,ARG,ARGENTINA
230939,MASTERCARD,CREDIT,GOLD,"RED LINK, S.A.",,,AR,ARG,ARGENTINA
233029,MASTERCARD,CREDIT,GOLD,CREDENCIAL ARGENTINA SA,,,AR,ARG,ARGENTINA
233030,MASTERCARD,CREDIT,CORPORATE,CREDENCIAL ARGENTINA SA,,,AR,ARG,ARGENTINA
233032,MASTERCARD,CREDIT,STANDARD,BANCO BBVA ARGENTINA S A,,,AR,ARG,ARGENTINA
233049,MASTERCARD,DEBIT,STANDARD,"RED LINK, S.A.",,,AR,ARG,ARGENTINA
233054,MASTERCARD,DEBIT,PREPAID BUSINESS,PRISMA MEDIOS DE PAGO SA,,,AR,ARG,ARGENTINA
233057,MASTERCARD,CREDIT,CORPORATE,PRISMA MEDIOS DE PAGO SA,,,AR,ARG,ARGENTINA
233058,MASTERCARD,CREDIT,CORPORATE,PRISMA MEDIOS DE PAGO SA,,,AR,ARG,ARGENTINA
233062,MASTERCARD,DEBIT,PREPAID,GLOBAL PROCESSING SA,,,AR,ARG,ARGENTINA
233064,MASTERCARD,DEBIT,PREPAID BUSINESS,MERCADOLIBRE SRL,,,AR,ARG,ARGENTINA
233065,MASTERCARD,CREDIT,STANDARD,"FIRST DATA CONO SUR, S.R.L.",+541143405900,https://www1.firstdata.com.ar,AR,ARG,ARGENTINA
234043,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234044,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234045,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234046,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234047,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234049,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234050,MASTERCARD,DEBIT,PREPAID RELOADABLE,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
234051,MASTERCARD,DEBIT,PREPAID,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250054,MASTERCARD,DEBIT,STANDARD,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250055,MASTERCARD,DEBIT,STANDARD,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250056,MASTERCARD,DEBIT,PLATINUM,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250057,MASTERCARD,DEBIT,WORLD ELITE,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250058,MASTERCARD,DEBIT,STANDARD,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250082,MASTERCARD,CREDIT,PLATINUM,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250083,MASTERCARD,CREDIT,BLACK,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
250084,MASTERCARD,CREDIT,GOLD,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
314119,CABAL,DEBIT,,BANCO CREDICOOP,,,AR,ARG,ARGENTINA
314219,CABAL,DEBIT,,BANCO CREDICOOP,,,AR,ARG,ARGENTINA
340042,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO SANTANDER RIO SA.,,,AR,ARG,ARGENTINA
340043,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO GALICIA,,,AR,ARG,ARGENTINA
340044,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
340045,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO PATAGONIA,,,AR,ARG,ARGENTINA
340048,AMERICAN EXPRESS,DEBIT,PERSONAL,HSBC - ARGENTINA,,,AR,ARG,ARGENTINA
340057,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
342413,AMERICAN EXPRESS,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
350527,PRIVATE LABEL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
352700,PRIVATE LABEL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
359951,PRIVATE LABEL,DEBIT,,,,,AR,ARG,ARGENTINA
360935,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,DC ARGENTINA BANCO COMAFI,,,AR,ARG,ARGENTINA
360936,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,DC ARGENTINA BANCO COMAFI,,,AR,ARG,ARGENTINA
360937,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,DC ARGENTINA BANCO COMAFI,,,AR,ARG,ARGENTINA
364632,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364633,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364634,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364635,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364636,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364637,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364638,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364639,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364640,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364641,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364642,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364643,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364644,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364645,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364646,DINERS CLUB INTERNATIONAL,CREDIT,,DC ARGENTINA,,,AR,ARG,ARGENTINA
364647,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364648,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364649,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364650,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364651,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364652,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364653,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364654,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364655,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364656,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364657,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364658,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364659,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364668,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364669,DINERS CLUB INTERNATIONAL,CREDIT,,DC ARGENTINA,,,AR,ARG,ARGENTINA
364680,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364690,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364691,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364692,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364693,DINERS CLUB INTERNATIONAL,CREDIT,,DC ARGENTINA,,,AR,ARG,ARGENTINA
364694,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364695,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364696,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364697,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364698,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364699,DINERS CLUB INTERNATIONAL,CREDIT,,DC ARGENTINA,,,AR,ARG,ARGENTINA
364800,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364801,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364802,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364803,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364804,DINERS CLUB INTERNATIONAL,CREDIT,,DC ARGENTINA,,,AR,ARG,ARGENTINA
364805,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364806,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364807,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364808,DINERS CLUB INTERNATIONAL,CREDIT,,DC ARGENTINA,,,AR,ARG,ARGENTINA
364809,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364810,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364811,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
364812,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364813,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364814,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364815,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364816,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,DC ARGENTINA,,,AR,ARG,ARGENTINA
364817,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364818,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364819,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
364820,DINERS CLUB INTERNATIONAL,CREDIT,,,,,AR,ARG,ARGENTINA
370132,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
370399,AMERICAN EXPRESS,CREDIT,PERSONAL,HSBC - ARGENTINA,,,AR,ARG,ARGENTINA
371593,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO GALICIA,,,AR,ARG,ARGENTINA
371594,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
371595,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO SANTANDER RIO SA.,,,AR,ARG,ARGENTINA
373000,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
373793,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
374087,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO PATAGONIA,,,AR,ARG,ARGENTINA
376400,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376401,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376402,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376403,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376404,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376405,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376406,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376407,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376408,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376409,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376410,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376411,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376412,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376413,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376414,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376415,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376416,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376417,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376418,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376419,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376450,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376451,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376452,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376453,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376454,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376455,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376456,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376457,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376458,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376459,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376468,AMERICAN EXPRESS,CREDIT,CORPORATE,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376630,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376631,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376632,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376633,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376634,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376635,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376636,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376637,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376638,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376639,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376685,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376686,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376687,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376688,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376710,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376711,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376712,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
376713,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO PATAGONIA,,,AR,ARG,ARGENTINA
376714,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO PATAGONIA,,,AR,ARG,ARGENTINA
376715,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO PATAGONIA,,,AR,ARG,ARGENTINA
376863,AMERICAN EXPRESS,CREDIT,GRMS CORPORATE CONTROL,AMERICAN EXPRESS COMPANY,,http://www.americanexpress.com,AR,ARG,ARGENTINA
377777,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
377778,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
377779,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
377790,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO SANTANDER RIO SA.,,,AR,ARG,ARGENTINA
377791,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO SANTANDER RIO SA.,,,AR,ARG,ARGENTINA
377792,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO SANTANDER RIO SA.,,,AR,ARG,ARGENTINA
377793,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,+548004442450,https://www.americanexpress.com,AR,ARG,ARGENTINA
377794,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,+548004442450,https://www.americanexpress.com,AR,ARG,ARGENTINA
377795,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO GALICIA,,,AR,ARG,ARGENTINA
377796,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO GALICIA,,,AR,ARG,ARGENTINA
377797,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO GALICIA,,,AR,ARG,ARGENTINA
377798,AMERICAN EXPRESS,CREDIT,PERSONAL,TARJETA NARANJA,810333,http://www.tarjetanaranja.com,AR,ARG,ARGENTINA
377799,AMERICAN EXPRESS,CREDIT,PERSONAL,TARJETA NARANJA,810333,http://www.tarjetanaranja.com,AR,ARG,ARGENTINA
377800,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,+548004442450,https://www.americanexpress.com,AR,ARG,ARGENTINA
377802,AMERICAN EXPRESS,CREDIT,PERSONAL,HSBC - ARGENTINA,,,AR,ARG,ARGENTINA
377803,AMERICAN EXPRESS,CREDIT,PERSONAL,HSBC - ARGENTINA,,,AR,ARG,ARGENTINA
377804,AMERICAN EXPRESS,CREDIT,PERSONAL,HSBC - ARGENTINA,,,AR,ARG,ARGENTINA
377805,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
377806,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BANSUD,,,AR,ARG,ARGENTINA
377818,AMERICAN EXPRESS,CREDIT,PERSONAL,,,,AR,ARG,ARGENTINA
377819,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO SANTANDER RIO SA.,,,AR,ARG,ARGENTINA
377821,AMERICAN EXPRESS,CREDIT,PERSONAL,,,,AR,ARG,ARGENTINA
379558,AMERICAN EXPRESS,CREDIT,SMALL BUSINESS,MULTIFINANZAS,,,AR,ARG,ARGENTINA
379559,AMERICAN EXPRESS,CREDIT,SMALL BUSINESS,MULTIFINANZAS,,,AR,ARG,ARGENTINA
379560,AMERICAN EXPRESS,CREDIT,SMALL BUSINESS,MULTIFINANZAS,,,AR,ARG,ARGENTINA
379563,AMERICAN EXPRESS,CREDIT,PERSONAL,MULTIFINANZAS,,,AR,ARG,ARGENTINA
379975,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
379976,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
379977,AMERICAN EXPRESS,CREDIT,PERSONAL,AE - ARGENTINA,,,AR,ARG,ARGENTINA
388099,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
388153,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
388642,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
389490,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,,,,AR,ARG,ARGENTINA
400103,VISA,CREDIT,CLASSIC,"BANCO HIPOTECARIO, S.A.",,,AR,ARG,ARGENTINA
400104,VISA,CREDIT,CLASSIC,"BANCO HIPOTECARIO, S.A.",,,AR,ARG,ARGENTINA
400276,VISA,DEBIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
400440,VISA,DEBIT,PREPAID BUSINESS,CAJA POPULAR DE AHORROS DE LA PROVINCIA DE TUCUMAN,+548005557678,http://www.cajapopular.gov.ar,AR,ARG,ARGENTINA
400448,VISA,DEBIT,CLASSIC,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
400449,VISA,CREDIT,PLATINUM,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
400615,VISA,DEBIT,CLASSIC,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
400832,VISA,CREDIT,PLATINUM,"BANCO COINAG, S.A.",,,AR,ARG,ARGENTINA
400930,VISA,DEBIT,PREPAID PURCHASING WITH FLEET,"NUEVO BANCO DE ENTRE RIOS, S.A.",,http://www.nuevobersa.com.ar,AR,ARG,ARGENTINA
401669,VISA,CREDIT,BUSINESS,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
